Property ID,Property Type,Price (INR),Location,Bedrooms,Bathrooms,Square Footage,Amenities,Year Built,Property Description
PROP-0210,Villa,143646981,Lajpat Nagar,5,3,4789,"Garden, Power Backup, Lift",1994,A cozy home with a stunning view.
PROP-0211,Apartment,95618451,South Extension,1,3,550,"Power Backup, Garden",2016,Newly renovated with smart home features.
PROP-0212,Condo,127435013,Chattarpur,6,4,4845,"24/7 Water Supply, Swimming Pool, Security",1995,Spacious and well-lit with modern amenities.
PROP-0213,Villa,62840945,Chattarpur,1,4,4991,"Security, Parking",2003,Spacious and well-lit with modern amenities.
PROP-0214,Villa,138929518,Dwarka,5,3,994,"Parking, Gym, Power Backup",1998,Luxury property with top-notch features.
PROP-0215,House,193320943,Greater Kailash,1,1,3091,"Gym, Clubhouse",2017,Luxury property with top-notch features.
PROP-0216,Apartment,132652831,Rohini,5,4,734,"Swimming Pool, Power Backup, Garden, Parking",2003,A cozy home with a stunning view.
PROP-0217,Condo,31928686,Pitampura,5,3,2647,"Swimming Pool, Clubhouse, Gym, 24/7 Water Supply",1993,Spacious and well-lit with modern amenities.
PROP-0218,Condo,187908715,Karol Bagh,6,2,833,"Lift, 24/7 Water Supply, Clubhouse",1991,Affordable yet stylish and comfortable.
PROP-0219,Condo,48932040,Rohini,4,4,3911,"Gym, Swimming Pool",2007,Luxury property with top-notch features.
PROP-0220,House,15543498,Rohini,2,3,2356,"24/7 Water Supply, Garden, Gym, Clubhouse, Lift",1991,Luxury property with top-notch features.
PROP-0221,Condo,132534282,Preet Vihar,3,2,3282,"Security, 24/7 Water Supply, Swimming Pool",2007,Luxury property with top-notch features.
PROP-0222,Apartment,48173395,Lajpat Nagar,4,1,4350,"Lift, Swimming Pool",2003,Luxury property with top-notch features.
PROP-0223,Villa,111261786,Vasant Kunj,4,1,4560,"Gym, Parking, 24/7 Water Supply, Swimming Pool, Lift",2001,A cozy home with a stunning view.
PROP-0224,House,170685280,Vasant Kunj,6,1,1506,"Clubhouse, Power Backup, Lift",2013,Newly renovated with smart home features.
PROP-0225,Apartment,168050993,Preet Vihar,5,4,1394,"Clubhouse, 24/7 Water Supply",1984,Spacious and well-lit with modern amenities.
PROP-0226,Villa,78425340,South Extension,2,2,3460,"Gym, Clubhouse, Swimming Pool, Security",2017,Newly renovated with smart home features.
PROP-0227,Apartment,192004963,South Extension,3,2,4801,"24/7 Water Supply, Swimming Pool, Clubhouse",1988,Newly renovated with smart home features.
PROP-0228,Villa,73339712,Lajpat Nagar,3,4,1233,"Gym, Swimming Pool, 24/7 Water Supply, Power Backup, Lift",1996,A cozy home with a stunning view.
PROP-0229,Apartment,47693296,Dwarka,4,4,3689,"Clubhouse, Parking",2012,"Ideal for families, located in a prime area."
PROP-0230,House,37815972,Chattarpur,1,4,2928,"Lift, Security, Clubhouse, Swimming Pool",2019,Luxury property with top-notch features.
PROP-0231,House,54859804,South Extension,1,4,3568,"Garden, Clubhouse, Parking, Swimming Pool, Gym",1996,Newly renovated with smart home features.
PROP-0232,Villa,130521003,Vasant Kunj,3,3,4845,"Swimming Pool, Security, Power Backup",2022,Spacious and well-lit with modern amenities.
PROP-0233,Condo,161685801,Chattarpur,2,2,1793,"Parking, Lift, Swimming Pool",2022,Affordable yet stylish and comfortable.
PROP-0234,Apartment,108435270,Lajpat Nagar,2,4,4738,"Clubhouse, Parking, 24/7 Water Supply, Swimming Pool",1986,"Ideal for families, located in a prime area."
PROP-0235,House,133932292,Vasant Kunj,2,2,4488,"Swimming Pool, Security, Garden, Parking, Power Backup",1998,Spacious and well-lit with modern amenities.
PROP-0236,Apartment,100960479,Rohini,2,3,2736,"Parking, Lift, Gym, Power Backup",1982,Luxury property with top-notch features.
PROP-0237,Villa,16059262,Vasant Kunj,3,3,3552,"Swimming Pool, Parking",2000,Spacious and well-lit with modern amenities.
PROP-0238,Condo,157035572,Rohini,5,2,2399,"24/7 Water Supply, Swimming Pool, Gym",2015,Luxury property with top-notch features.
PROP-0239,House,17562213,Lajpat Nagar,4,3,4043,"Swimming Pool, Power Backup, 24/7 Water Supply, Lift, Parking",2002,A cozy home with a stunning view.
PROP-0240,Condo,29161678,Greater Kailash,1,2,3240,"Lift, Parking, 24/7 Water Supply, Swimming Pool, Clubhouse",1983,"Ideal for families, located in a prime area."
PROP-0241,House,172605629,Pitampura,6,4,975,"Gym, 24/7 Water Supply, Lift, Security",1986,Newly renovated with smart home features.
PROP-0242,Apartment,185518226,Pitampura,6,1,2364,"Lift, Clubhouse, Gym",1988,Luxury property with top-notch features.
PROP-0243,Villa,27443180,Rohini,3,3,640,"Swimming Pool, Security, Lift, Power Backup",2007,Luxury property with top-notch features.
PROP-0244,Villa,155561696,Lajpat Nagar,3,2,2816,"Clubhouse, Swimming Pool, Gym, Parking",1984,Newly renovated with smart home features.
PROP-0245,Apartment,120848190,Dwarka,3,4,883,"Gym, Garden, Security, Parking",1994,A cozy home with a stunning view.
PROP-0246,Villa,167581796,Chattarpur,5,2,2586,"Garden, Gym, Clubhouse",2022,"Ideal for families, located in a prime area."
PROP-0247,House,190386055,Pitampura,1,3,4929,"Lift, 24/7 Water Supply, Garden, Swimming Pool",2015,A cozy home with a stunning view.
PROP-0248,Villa,152122443,Saket,6,2,4250,"24/7 Water Supply, Parking",2010,Spacious and well-lit with modern amenities.
PROP-0249,Condo,128788525,Preet Vihar,2,2,4716,"Garden, Lift",1987,"Ideal for families, located in a prime area."
PROP-0250,Condo,92046264,Greater Kailash,3,1,3538,"24/7 Water Supply, Security, Lift, Gym",2000,Luxury property with top-notch features.
PROP-0251,Condo,96253941,Karol Bagh,6,2,3703,"Lift, Garden",2000,Spacious and well-lit with modern amenities.
PROP-0252,Villa,17907597,Preet Vihar,2,3,1482,"Gym, Lift",2016,Spacious and well-lit with modern amenities.
PROP-0253,Villa,56434033,Vasant Kunj,4,2,752,"24/7 Water Supply, Lift",1989,A cozy home with a stunning view.
PROP-0254,House,128086445,Preet Vihar,4,1,1074,"Clubhouse, 24/7 Water Supply",1993,Spacious and well-lit with modern amenities.
PROP-0255,Apartment,76040655,Connaught Place,5,2,2029,"24/7 Water Supply, Parking, Clubhouse",1996,Affordable yet stylish and comfortable.
PROP-0256,Apartment,90951622,Greater Kailash,5,1,2705,"Gym, Clubhouse, 24/7 Water Supply",2004,"Ideal for families, located in a prime area."
PROP-0257,Apartment,99732594,Saket,5,1,2726,"Lift, Swimming Pool, 24/7 Water Supply",2009,Spacious and well-lit with modern amenities.
PROP-0258,House,179001505,Dwarka,3,2,4172,"Gym, Garden, Parking, 24/7 Water Supply",2022,A cozy home with a stunning view.
PROP-0259,Apartment,73030252,Lajpat Nagar,1,1,4343,"Garden, Security, Gym",1996,Newly renovated with smart home features.
PROP-0260,Condo,114346470,South Extension,4,1,2818,"Lift, Clubhouse, 24/7 Water Supply",2002,A cozy home with a stunning view.
PROP-0261,Apartment,116608139,South Extension,5,3,4558,"Lift, Clubhouse, Swimming Pool, Parking",1982,Affordable yet stylish and comfortable.
PROP-0262,Condo,34212789,Chattarpur,5,3,3673,"Gym, Parking, Lift, Security",1989,Affordable yet stylish and comfortable.
PROP-0263,Condo,90021464,Pitampura,1,3,4731,"Lift, Gym, Swimming Pool, Power Backup, Parking",2000,Affordable yet stylish and comfortable.
PROP-0264,House,25398243,Rohini,2,1,4896,"Lift, Security, Parking, Clubhouse",1999,"Ideal for families, located in a prime area."
PROP-0265,Villa,49394760,Rohini,2,2,4953,"Power Backup, Garden, Swimming Pool, Clubhouse, Gym",1995,Affordable yet stylish and comfortable.
PROP-0266,Villa,105646977,Pitampura,5,3,547,"Swimming Pool, 24/7 Water Supply, Lift, Gym, Parking",2022,"Ideal for families, located in a prime area."
PROP-0267,Villa,33149492,Pitampura,3,1,2869,"Security, Clubhouse, Gym",2003,Luxury property with top-notch features.
PROP-0268,House,58507861,South Extension,1,2,4078,"24/7 Water Supply, Garden, Parking",1990,Spacious and well-lit with modern amenities.
PROP-0269,Villa,123016401,Pitampura,3,1,2736,"Security, Clubhouse, 24/7 Water Supply, Garden",1997,Affordable yet stylish and comfortable.
PROP-0270,Villa,144789048,Pitampura,1,2,4329,"Power Backup, Lift",1995,Affordable yet stylish and comfortable.
PROP-0271,Apartment,66115754,Saket,4,2,3164,"Swimming Pool, Power Backup, Garden",2018,Newly renovated with smart home features.
PROP-0272,Apartment,114686024,Preet Vihar,3,2,1033,"Lift, Swimming Pool, Power Backup, Parking, Garden",2006,A cozy home with a stunning view.
PROP-0273,Condo,60179161,Connaught Place,6,1,4838,"Power Backup, Security, Clubhouse",2001,Affordable yet stylish and comfortable.
PROP-0274,House,49634798,Connaught Place,2,3,2336,"Swimming Pool, Clubhouse, Security, Lift, Gym",2006,Affordable yet stylish and comfortable.
PROP-0275,Villa,193764871,Lajpat Nagar,5,1,2207,"Swimming Pool, Clubhouse, Gym, Lift, Garden",2020,Affordable yet stylish and comfortable.
PROP-0276,Apartment,136600888,Preet Vihar,2,3,3626,"Swimming Pool, Security, Gym, Lift, Parking",1997,Spacious and well-lit with modern amenities.
PROP-0277,House,48136509,Chattarpur,4,1,629,"Security, Clubhouse",2015,Luxury property with top-notch features.
PROP-0278,Villa,27924074,Connaught Place,2,2,3674,"Gym, Power Backup, Security",1994,A cozy home with a stunning view.
PROP-0279,House,132098030,Rohini,2,2,3478,"Lift, 24/7 Water Supply, Power Backup, Security, Clubhouse",2003,Newly renovated with smart home features.
PROP-0280,Villa,120961458,Connaught Place,1,4,2138,"Gym, Garden, Parking, 24/7 Water Supply",1991,"Ideal for families, located in a prime area."
PROP-0281,Condo,199696811,Lajpat Nagar,2,3,1775,"Security, Gym, Power Backup",1982,A cozy home with a stunning view.
PROP-0282,Apartment,172578806,Karol Bagh,3,2,3568,"Parking, Garden, Clubhouse, Swimming Pool, Security",2016,A cozy home with a stunning view.
PROP-0283,Condo,25762561,Vasant Kunj,1,2,1423,"Garden, Gym, Lift",1997,"Ideal for families, located in a prime area."
PROP-0284,Condo,27562987,Preet Vihar,5,2,4014,"Power Backup, Clubhouse, Gym",1988,Newly renovated with smart home features.
PROP-0285,House,165056711,Saket,6,1,796,"Lift, Swimming Pool, Gym, Garden",2004,Newly renovated with smart home features.
PROP-0286,Apartment,192230939,Dwarka,3,1,3608,"Gym, 24/7 Water Supply, Garden, Security, Power Backup",2006,A cozy home with a stunning view.
PROP-0287,House,148467939,South Extension,5,2,1973,"Garden, Power Backup",1996,"Ideal for families, located in a prime area."
PROP-0288,Villa,124131346,Preet Vihar,6,4,585,"Gym, 24/7 Water Supply, Power Backup, Garden, Parking",2018,"Ideal for families, located in a prime area."
PROP-0289,House,162182642,Chattarpur,2,2,3327,"Garden, Lift, Gym, 24/7 Water Supply",2011,Spacious and well-lit with modern amenities.
PROP-0290,House,126884436,Vasant Kunj,1,3,566,"Clubhouse, 24/7 Water Supply, Garden, Gym, Lift",2010,Affordable yet stylish and comfortable.
PROP-0291,Villa,93941027,Rohini,6,4,2015,"Garden, Gym, Clubhouse",1994,Luxury property with top-notch features.
PROP-0292,Villa,36705796,Rohini,4,2,1926,"Security, Power Backup",2015,Luxury property with top-notch features.
PROP-0293,Villa,96485182,Rohini,2,1,4029,"Clubhouse, Power Backup, Gym",1987,Luxury property with top-notch features.
PROP-0294,House,132707522,Connaught Place,2,2,2783,"Lift, 24/7 Water Supply, Swimming Pool, Gym, Power Backup",2023,Newly renovated with smart home features.
PROP-0295,Villa,92409848,South Extension,3,3,1570,"Lift, Swimming Pool, Power Backup, Garden, Gym",1997,Spacious and well-lit with modern amenities.
PROP-0296,House,156209288,Dwarka,4,4,2528,"Parking, Swimming Pool, Gym, Garden",1990,Affordable yet stylish and comfortable.
PROP-0297,Apartment,37994542,Dwarka,1,3,4151,"Power Backup, Swimming Pool, Garden",2009,A cozy home with a stunning view.
PROP-0298,Villa,4033917,Karol Bagh,5,3,3627,"Swimming Pool, Parking, Clubhouse, Gym",1998,Spacious and well-lit with modern amenities.
PROP-0299,House,149590788,South Extension,2,1,2940,"Clubhouse, 24/7 Water Supply, Security",2014,Spacious and well-lit with modern amenities.
PROP-0300,Villa,73458095,Karol Bagh,6,4,4647,"Security, Garden, 24/7 Water Supply, Swimming Pool, Clubhouse",2021,Luxury property with top-notch features.
PROP-0301,House,58738780,South Extension,4,3,700,"Swimming Pool, 24/7 Water Supply",1987,Spacious and well-lit with modern amenities.
PROP-0302,Apartment,170091487,Rohini,3,1,3225,"24/7 Water Supply, Gym",1994,Affordable yet stylish and comfortable.
PROP-0303,House,172495180,Chattarpur,6,1,2121,"Clubhouse, Security, Parking, 24/7 Water Supply",1990,Affordable yet stylish and comfortable.
PROP-0304,House,59273678,Pitampura,1,2,1119,"Security, Power Backup, Swimming Pool, Lift, Parking",1995,"Ideal for families, located in a prime area."
PROP-0305,Condo,18827138,Greater Kailash,2,3,4259,"24/7 Water Supply, Lift",1983,Affordable yet stylish and comfortable.
PROP-0306,House,135004589,Saket,2,2,1043,"Parking, Garden",2020,"Ideal for families, located in a prime area."
PROP-0307,House,62103163,Saket,4,1,1088,"Swimming Pool, 24/7 Water Supply, Security, Lift, Clubhouse",1981,Newly renovated with smart home features.
PROP-0308,Apartment,80407683,Pitampura,5,2,2633,"Gym, Power Backup, Lift, Parking, Swimming Pool",1994,Spacious and well-lit with modern amenities.
PROP-0309,Villa,32064776,Greater Kailash,3,2,3912,"Lift, Garden, Parking, Security, Swimming Pool",1980,A cozy home with a stunning view.
PROP-0310,Apartment,103631512,Chattarpur,6,3,2632,"Gym, Power Backup, Swimming Pool, Lift",2001,"Ideal for families, located in a prime area."
PROP-0311,Apartment,161684131,Saket,2,4,736,"Security, Swimming Pool, 24/7 Water Supply, Garden",2006,"Ideal for families, located in a prime area."
PROP-0312,Condo,195820649,Greater Kailash,2,2,3031,"Gym, 24/7 Water Supply, Parking",1981,Affordable yet stylish and comfortable.
PROP-0313,Villa,104545876,Dwarka,3,3,2897,"Swimming Pool, Garden, Parking, Security, Gym",1996,Luxury property with top-notch features.
PROP-0314,House,6271171,Chattarpur,6,2,946,"Power Backup, Security, Swimming Pool, Parking",2001,Spacious and well-lit with modern amenities.
PROP-0315,Villa,146178842,Chattarpur,4,4,3214,"24/7 Water Supply, Swimming Pool, Security, Power Backup, Lift",1995,Luxury property with top-notch features.
PROP-0316,Apartment,170763337,Rohini,1,3,835,"Gym, 24/7 Water Supply, Security",2015,"Ideal for families, located in a prime area."
PROP-0317,Apartment,92976230,Pitampura,4,1,3127,"Parking, 24/7 Water Supply",2008,Newly renovated with smart home features.
PROP-0318,House,116234961,Karol Bagh,5,2,916,"Swimming Pool, Security, Parking",2020,Luxury property with top-notch features.
PROP-0319,Condo,96645866,South Extension,4,2,4809,"Security, Power Backup, Clubhouse, Garden",1996,"Ideal for families, located in a prime area."
PROP-0320,House,120178873,Preet Vihar,5,2,2615,"Swimming Pool, 24/7 Water Supply",1981,Newly renovated with smart home features.
PROP-0321,Villa,71366415,Preet Vihar,3,1,3750,"Swimming Pool, Security",1984,Affordable yet stylish and comfortable.
PROP-0322,House,106157990,Dwarka,5,3,3242,"24/7 Water Supply, Lift, Clubhouse",2004,A cozy home with a stunning view.
PROP-0323,Apartment,31816168,Rohini,6,1,4316,"24/7 Water Supply, Parking, Lift",2007,Affordable yet stylish and comfortable.
PROP-0324,House,134549074,Karol Bagh,1,3,527,"Swimming Pool, Gym, 24/7 Water Supply, Clubhouse",2021,Luxury property with top-notch features.
PROP-0325,House,140203106,Rohini,1,3,978,"Security, 24/7 Water Supply, Parking, Clubhouse",2019,"Ideal for families, located in a prime area."
PROP-0326,House,164093602,Rohini,5,2,4176,"24/7 Water Supply, Security",1991,Spacious and well-lit with modern amenities.
PROP-0327,Condo,9629898,Chattarpur,1,4,4220,"24/7 Water Supply, Parking, Garden",1987,Spacious and well-lit with modern amenities.
PROP-0328,Villa,106697574,Vasant Kunj,2,2,2798,"Clubhouse, Swimming Pool, Gym",2000,A cozy home with a stunning view.
PROP-0329,Apartment,157231191,Preet Vihar,5,2,3577,"Parking, Security, Power Backup, Swimming Pool",2002,Newly renovated with smart home features.
PROP-0330,Apartment,39795750,Preet Vihar,3,3,2722,"Clubhouse, Swimming Pool",2014,"Ideal for families, located in a prime area."
PROP-0331,House,113567485,Vasant Kunj,6,2,1291,"Parking, 24/7 Water Supply",2023,A cozy home with a stunning view.
PROP-0332,Condo,98426666,Karol Bagh,4,4,3246,"Clubhouse, Gym, Security, Parking",2002,A cozy home with a stunning view.
PROP-0333,House,67111747,Lajpat Nagar,3,4,4278,"Gym, 24/7 Water Supply, Lift",2022,Luxury property with top-notch features.
PROP-0334,Condo,28815052,Rohini,2,1,797,"Lift, Security, Swimming Pool, Clubhouse, Parking",2001,"Ideal for families, located in a prime area."
PROP-0335,Villa,131720274,Pitampura,4,4,934,"Power Backup, Swimming Pool, Garden, 24/7 Water Supply",2005,A cozy home with a stunning view.
PROP-0336,Apartment,87760812,Pitampura,5,1,3938,"Clubhouse, Garden, 24/7 Water Supply",1998,Newly renovated with smart home features.
PROP-0337,House,39480348,Connaught Place,1,1,4337,"Clubhouse, Swimming Pool, Gym",1981,Spacious and well-lit with modern amenities.
PROP-0338,House,174112444,Connaught Place,4,3,4839,"Garden, Security, Clubhouse, 24/7 Water Supply",1992,Newly renovated with smart home features.
PROP-0339,Apartment,131153547,Preet Vihar,6,1,1874,"Clubhouse, Garden",2010,Spacious and well-lit with modern amenities.
PROP-0340,Villa,129840630,Lajpat Nagar,5,1,1563,"Parking, 24/7 Water Supply",2008,Luxury property with top-notch features.
PROP-0341,Apartment,46929314,Chattarpur,1,3,803,"Power Backup, 24/7 Water Supply",1982,Newly renovated with smart home features.
PROP-0342,Villa,21790770,Connaught Place,5,1,3610,"Clubhouse, Gym, Swimming Pool",2003,Luxury property with top-notch features.
PROP-0343,Villa,53544233,Preet Vihar,5,1,842,"Clubhouse, 24/7 Water Supply, Lift, Gym",2014,Luxury property with top-notch features.
PROP-0344,Condo,147749418,Pitampura,6,3,4731,"Power Backup, Garden, Gym",2010,A cozy home with a stunning view.
PROP-0345,Condo,173679023,Vasant Kunj,5,2,1662,"Power Backup, Garden, Parking",1986,A cozy home with a stunning view.
PROP-0346,Apartment,99766498,Lajpat Nagar,2,4,2620,"Security, Lift",1981,"Ideal for families, located in a prime area."
PROP-0347,House,106558669,Dwarka,1,1,4933,"24/7 Water Supply, Swimming Pool",2012,"Ideal for families, located in a prime area."
PROP-0348,Condo,171571689,Saket,6,3,628,"Lift, Parking, Power Backup, Security, Swimming Pool",1980,"Ideal for families, located in a prime area."
PROP-0349,Condo,136961016,Saket,5,3,1605,"Power Backup, Garden, Lift",1996,Luxury property with top-notch features.
PROP-0350,House,32179730,Greater Kailash,5,1,639,"24/7 Water Supply, Clubhouse",1984,"Ideal for families, located in a prime area."
PROP-0351,Condo,65799097,Preet Vihar,4,3,3082,"Parking, Garden, Clubhouse, 24/7 Water Supply, Gym",2006,"Ideal for families, located in a prime area."
PROP-0352,Condo,5077890,Saket,6,1,1867,"Garden, Parking, Clubhouse",1983,Luxury property with top-notch features.
PROP-0353,Condo,82303565,Dwarka,3,3,2310,"Power Backup, Lift, Swimming Pool",1996,Spacious and well-lit with modern amenities.
PROP-0354,Condo,121165568,South Extension,1,3,3313,"Garden, 24/7 Water Supply, Gym, Parking, Lift",1990,"Ideal for families, located in a prime area."
PROP-0355,House,8297915,Chattarpur,6,1,1360,"Clubhouse, Security, Lift, Garden, Swimming Pool",2014,Luxury property with top-notch features.
PROP-0356,Apartment,26555587,Connaught Place,6,1,4906,"Security, 24/7 Water Supply",2011,Spacious and well-lit with modern amenities.
PROP-0357,Apartment,62746498,Dwarka,3,1,4306,"24/7 Water Supply, Lift",1984,Luxury property with top-notch features.
PROP-0358,Condo,117592652,Dwarka,5,3,1482,"Clubhouse, Security, Garden",2018,Affordable yet stylish and comfortable.
PROP-0359,Villa,49620921,Chattarpur,1,1,3608,"Security, Lift, Parking, Clubhouse, Power Backup",1990,Newly renovated with smart home features.
PROP-0360,Condo,113361450,Vasant Kunj,5,3,4178,"Garden, Power Backup, Swimming Pool",2001,"Ideal for families, located in a prime area."
PROP-0361,Apartment,70931749,Vasant Kunj,2,4,1575,"Swimming Pool, Security, Clubhouse, Parking, 24/7 Water Supply",1997,"Ideal for families, located in a prime area."
PROP-0362,Villa,48886487,Saket,3,3,4211,"Parking, Gym, Lift, Security, Power Backup",2010,Affordable yet stylish and comfortable.
PROP-0363,Apartment,156152714,Lajpat Nagar,6,3,2815,"Gym, Security, Power Backup, Parking",2009,Spacious and well-lit with modern amenities.
PROP-0364,Condo,52154552,Chattarpur,6,2,1233,"Garden, Power Backup, Security",1988,A cozy home with a stunning view.
PROP-0365,House,126204427,Saket,3,4,4845,"Gym, Lift, Swimming Pool, Power Backup, Garden",1994,Spacious and well-lit with modern amenities.
PROP-0366,House,112927140,Connaught Place,5,1,1011,"Lift, Parking",2007,Spacious and well-lit with modern amenities.
PROP-0367,Villa,100986821,Karol Bagh,3,4,2225,"Clubhouse, Swimming Pool",2016,A cozy home with a stunning view.
PROP-0368,Villa,139213252,Greater Kailash,6,4,3223,"Parking, Gym, Clubhouse, Swimming Pool",1980,"Ideal for families, located in a prime area."
PROP-0369,Villa,36156544,Greater Kailash,2,1,4462,"Power Backup, Security",1985,Newly renovated with smart home features.
PROP-0370,Condo,171940998,Karol Bagh,6,1,1234,"Power Backup, Parking, Swimming Pool, Gym, Security",2021,"Ideal for families, located in a prime area."
PROP-0371,Apartment,136583560,Pitampura,3,1,2219,"24/7 Water Supply, Swimming Pool, Security, Power Backup",2019,A cozy home with a stunning view.
PROP-0372,House,152417917,Pitampura,5,1,3687,"Gym, Garden",2015,A cozy home with a stunning view.
PROP-0373,Apartment,150267784,Lajpat Nagar,6,1,2853,"24/7 Water Supply, Lift",1984,A cozy home with a stunning view.
PROP-0374,Villa,128001977,Greater Kailash,4,4,4010,"Parking, Garden, Clubhouse",1991,Affordable yet stylish and comfortable.
PROP-0375,Condo,7941700,Greater Kailash,1,1,3238,"Security, Swimming Pool, Lift, Power Backup, Clubhouse",2012,Newly renovated with smart home features.
PROP-0376,Condo,144414313,Dwarka,3,2,958,"Swimming Pool, Gym",1996,Newly renovated with smart home features.
PROP-0377,House,189292928,South Extension,1,2,1910,"Swimming Pool, Parking, 24/7 Water Supply, Garden",2004,Spacious and well-lit with modern amenities.
PROP-0378,Apartment,107481208,South Extension,4,3,1684,"Clubhouse, 24/7 Water Supply, Power Backup, Lift",1996,A cozy home with a stunning view.
PROP-0379,House,176109603,Karol Bagh,5,3,4018,"Garden, Clubhouse",1998,"Ideal for families, located in a prime area."
PROP-0380,Villa,12633574,Lajpat Nagar,5,2,730,"Power Backup, Garden, Parking, Security, Lift",2014,Spacious and well-lit with modern amenities.
PROP-0381,Apartment,136691859,Karol Bagh,4,3,3450,"Gym, Swimming Pool, 24/7 Water Supply",1989,Luxury property with top-notch features.
PROP-0382,Villa,199759380,Pitampura,5,2,1225,"Parking, Security, Lift, 24/7 Water Supply",2014,Spacious and well-lit with modern amenities.
PROP-0383,Condo,78324736,Connaught Place,4,1,4500,"Security, Clubhouse, Swimming Pool, Power Backup",2021,Newly renovated with smart home features.
PROP-0384,House,48847037,South Extension,2,3,4263,"Swimming Pool, Security, Parking",1984,Spacious and well-lit with modern amenities.
PROP-0385,House,13662302,Chattarpur,3,4,3091,"Security, Gym, Clubhouse, Swimming Pool",1982,Spacious and well-lit with modern amenities.
PROP-0386,Apartment,14785528,Vasant Kunj,3,4,1860,"Clubhouse, Power Backup, Gym",1995,Luxury property with top-notch features.
PROP-0387,Villa,54878008,Rohini,5,2,797,"Gym, Security",1993,A cozy home with a stunning view.
PROP-0388,Apartment,109883055,Greater Kailash,5,2,2382,"Parking, Clubhouse",2017,"Ideal for families, located in a prime area."
PROP-0389,House,67583562,Dwarka,3,4,4868,"Security, Swimming Pool, Power Backup, 24/7 Water Supply",2007,"Ideal for families, located in a prime area."
PROP-0390,Villa,144961499,Chattarpur,6,2,3822,"Security, Gym",2015,"Ideal for families, located in a prime area."
PROP-0391,House,37154590,Connaught Place,2,1,655,"Swimming Pool, Clubhouse, 24/7 Water Supply, Security",2006,"Ideal for families, located in a prime area."
PROP-0392,Villa,73262969,Saket,5,2,2459,"Clubhouse, Swimming Pool, Lift, Parking",1990,A cozy home with a stunning view.
PROP-0393,House,149297261,Saket,3,2,2171,"24/7 Water Supply, Clubhouse, Lift, Garden, Gym",1987,A cozy home with a stunning view.
PROP-0394,House,18617939,Greater Kailash,1,4,2433,"Gym, 24/7 Water Supply, Clubhouse, Parking, Lift",1997,"Ideal for families, located in a prime area."
PROP-0395,House,119891427,Vasant Kunj,1,3,1243,"24/7 Water Supply, Garden, Clubhouse, Swimming Pool, Gym",2016,Affordable yet stylish and comfortable.
PROP-0396,Condo,172593741,Karol Bagh,1,3,3389,"Power Backup, Lift, Security, Parking",2003,Spacious and well-lit with modern amenities.
PROP-0397,Condo,85918719,Chattarpur,6,3,4678,"Swimming Pool, Security, 24/7 Water Supply, Garden",1981,"Ideal for families, located in a prime area."
PROP-0398,Condo,154069104,Dwarka,4,1,1498,"Parking, Swimming Pool, Lift, Garden, 24/7 Water Supply",2014,A cozy home with a stunning view.
PROP-0399,Condo,79277051,Pitampura,1,2,4677,"Garden, Swimming Pool, Clubhouse, Security",2000,"Ideal for families, located in a prime area."
PROP-0400,Villa,29695648,Connaught Place,4,3,1539,"Swimming Pool, Security, Power Backup",2010,Spacious and well-lit with modern amenities.
PROP-0401,Villa,99819713,Rohini,5,2,4968,"Garden, Swimming Pool, Parking, Clubhouse, Power Backup",1988,Affordable yet stylish and comfortable.
PROP-0402,Apartment,3715251,Lajpat Nagar,5,4,4819,"Parking, Lift, Swimming Pool",2019,"Ideal for families, located in a prime area."
PROP-0403,Villa,149712070,Lajpat Nagar,1,3,3462,"Security, 24/7 Water Supply, Swimming Pool",1995,Luxury property with top-notch features.
PROP-0404,Villa,106682065,Karol Bagh,6,2,4788,"Clubhouse, 24/7 Water Supply, Swimming Pool, Parking",2019,"Ideal for families, located in a prime area."
PROP-0405,Villa,83122800,Rohini,5,2,2309,"24/7 Water Supply, Lift, Swimming Pool, Garden",2020,Luxury property with top-notch features.
PROP-0406,Villa,96790701,Connaught Place,3,4,1546,"Swimming Pool, Gym, Parking, Clubhouse",1991,"Ideal for families, located in a prime area."
PROP-0407,Apartment,82134126,South Extension,4,2,2039,"Gym, Swimming Pool, Power Backup",1998,Newly renovated with smart home features.
PROP-0408,Villa,140904900,Pitampura,2,3,4298,"Parking, 24/7 Water Supply, Power Backup, Swimming Pool",2000,Spacious and well-lit with modern amenities.
PROP-0409,Villa,74098601,Rohini,6,3,4464,"Parking, Security, 24/7 Water Supply",2015,A cozy home with a stunning view.
PROP-0410,Condo,94212532,Lajpat Nagar,3,2,523,"Lift, Swimming Pool",2015,Newly renovated with smart home features.
PROP-0411,Apartment,153727552,Pitampura,3,2,883,"24/7 Water Supply, Swimming Pool, Lift, Parking, Security",1987,"Ideal for families, located in a prime area."
PROP-0412,Apartment,37430415,Preet Vihar,5,2,1236,"Gym, Power Backup, Parking, Lift",1998,Newly renovated with smart home features.
PROP-0413,Condo,187302304,Preet Vihar,1,4,3913,"Clubhouse, Power Backup, Swimming Pool",1992,Luxury property with top-notch features.
PROP-0414,Villa,45946281,Preet Vihar,4,1,3312,"Clubhouse, Power Backup",1983,Affordable yet stylish and comfortable.
PROP-0415,Apartment,44175865,Lajpat Nagar,5,4,2101,"Garden, Parking, Security, Clubhouse",1995,"Ideal for families, located in a prime area."
PROP-0416,Villa,78801820,Pitampura,3,4,2042,"Parking, 24/7 Water Supply, Security",2017,Spacious and well-lit with modern amenities.
